Price,Model,km_driven,Fuel,Owner,Year,Company
626000,Renault TRIBERRXZ,32730,Petrol,1,2021,Renault
661000,Tata NEXONXZA PLUS,89876,Petrol,1,2019,Tata
474000,Tata TiagoXZA PETROL,21241,Petrol,2,2019,Tata
930000,Tata PUNCHCreative Dual,16888,Petrol,1,2023,Tata
555000,Maruti IGNISALPHA 1.2,77022,Petrol,1,2020,Maruti
613000,Maruti IGNISALPHA 1.2,35515,Petrol,1,2022,Maruti
688000,Honda City1.5L I-VTE,72686,Petrol,1,2018,Honda
455999,Tata TIGORXZ PLUS,81022,Petrol,1,2018,Tata
280000,Maruti Alto 800LXI,66592,Petrol,2,2017,Maruti
592000,Maruti BalenoALPHA CVT,80781,Petrol,1,2018,Maruti
564000,Maruti New Wagon-RZXI,32166,Petrol,1,2021,Maruti
387000,Tata TiagoXT PETROL,82794,Petrol,1,2017,Tata
543000,Hyundai Elite i20ASTA,88801,Diesel,2,2017,Hyundai
642000,Tata NEXONXZ PETROL,60587,Petrol,1,2019,Tata
1160000,KIA SELTOSGTX AT,46910,Petrol,1,2019,KIA
504000,Ford EcosportTITANIUM 1.5L,74038,Petrol,2,2017,Ford
533000,Volkswagen PoloCOMFORTLINE 1.0L,93211,Petrol,1,2018,Volkswagen
627000,Hyundai GRAND I10,24117,Petrol,1,2022,Hyundai
719000,Hyundai Verna1.6 VTVT,38745,Petrol,2,2018,Hyundai
1320000,Skoda SLAVIASTYLE 1.0L,19344,Petrol,1,2022,Skoda
844999,Hyundai VENUESX 1.2,24108,Petrol,1,2022,Hyundai
1025000,Tata NEXONXZA PLUS,20482,Petrol,1,2022,Tata
585000,Maruti IGNISZETA 1.2,37453,Petrol,1,2022,Maruti
671000,Tata NEXONXZA PLUS,41760,Petrol,1,2018,Tata
557000,Volkswagen VentoHIGHLINE PETROL,98741,Petrol,1,2016,Volkswagen
430000,Tata TiagoXZ PETROL,65632,Petrol,1,2018,Tata
583000,Maruti BalenoZETA PETROL,32830,Petrol,1,2018,Maruti
455000,Renault TRIBERRXL MT,85650,Petrol,1,2019,Renault
425000,Hyundai NEW SANTROASTA,58314,Petrol,1,2019,Hyundai
335000,Datsun Redi GoT(O),19285,Petrol,1,2020,Datsun
488999,Hyundai i20 Active1.2,80087,Petrol,1,2016,Hyundai
581000,Maruti BalenoALPHA CVT,82628,Petrol,1,2018,Maruti
444000,Renault KwidCLIMBER 1.0,51427,Petrol,1,2021,Renault
815000,Hyundai VENUESX 1.0,59365,Petrol,1,2021,Hyundai
710000,Tata NEXONXM SUNROOF,24928,Petrol,1,2020,Tata
476000,Hyundai Grand i10ASTA,60260,Petrol,2,2019,Hyundai
715000,Tata PUNCHCREATIVE AMT,26926,Petrol,1,2021,Tata
925000,Honda City1.5L I-VTEC,53047,Petrol,1,2019,Honda
660000,Hyundai CretaE PLUS,69575,Petrol,1,2017,Hyundai
337000,Maruti AltoLXI,13215,Petrol,1,2019,Maruti
560000,Ford EcosportTITANIUM 1.5L,25358,Petrol,2,2016,Ford
682000,Nissan MAGNITEXV MT,14991,Petrol,1,2023,Nissan
709000,Nissan MAGNITEXL TURBO,31126,Petrol,2,2021,Nissan
441000,Volkswagen PoloHIGHLINE1.2L,74169,Petrol,2,2015,Volkswagen
647000,Renault TRIBERRXZ,31789,Petrol,1,2021,Renault
471000,Maruti BalenoZETA CVT,74146,Petrol,2,2016,Maruti
866000,Volkswagen Polo1.0 GT,71943,Petrol,2,2021,Volkswagen
635000,Honda Amaze1.2L I-VTEC,82553,Petrol,1,2020,Honda
381000,Renault KwidRXT 1.0,40863,Petrol,1,2019,Renault
389000,Hyundai Grand i10SPORTZ,71838,Petrol,2,2017,Hyundai
690000,Tata PUNCHACCOMPLISHED MT,23276,Petrol,1,2022,Tata
260000,Maruti Alto 800VXI,87885,Petrol,2,2017,Maruti
492000,Ford EcosportTITANIUM 1.5L,87148,Petrol,1,2016,Ford
835000,Volkswagen VentoHIGHLINE PLUS,43947,Petrol,2,2019,Volkswagen
432000,Hyundai Grand i10SPORTZ,31912,Petrol,1,2016,Hyundai
393000,Maruti S PRESSOVXI,30396,Petrol,1,2020,Maruti
699000,Nissan MAGNITEXV MT,25496,Petrol,1,2023,Nissan
476000,Maruti SwiftZXI,74904,Petrol,2,2017,Maruti
269000,Maruti Alto 800LXI,30156,Petrol,1,2017,Maruti
666000,Nissan MAGNITEXV MT,11883,Petrol,1,2022,Nissan
440000,Tata TiagoXE PETROL,27343,Petrol,1,2020,Tata
525000,Maruti Alto K10VXI,2094,Petrol,1,2024,Maruti
696000,Nissan MAGNITEXV PREMIUM,29813,Petrol,1,2022,Nissan
821000,Maruti CiazDELTA AT,51655,Petrol,1,2020,Maruti
516000,Maruti BalenoDELTA CVT,73341,Petrol,2,2018,Maruti
899000,Hyundai VENUESX 1.0,30853,Petrol,1,2021,Hyundai
1215000,KIA SELTOSGTX PLUS,44891,Petrol,1,2020,KIA
693000,Maruti Vitara BrezzaZDI,88956,Diesel,2,2019,Maruti
526000,Tata ALTROZXE PETROL,37370,Petrol,1,2020,Tata
551000,Maruti BalenoZETA PETROL,50535,Petrol,2,2019,Maruti
685000,Tata TiagoXT CNG,6894,CNG,1,2023,Tata
528000,Honda City1.5L I-VTEC,78875,Petrol,1,2015,Honda
218000,Maruti Alto 800LXI,90404,Petrol,2,2014,Maruti
424000,Nissan MicraXV CVT,71022,Petrol,2,2017,Nissan
480999,Hyundai NEW SANTROMAGNA,33108,Petrol,1,2022,Hyundai
1570000,KIA CARENSPRESTIGE PLUS,25233,Petrol,1,2023,KIA
478000,Maruti BalenoZETA PETROL,99776,Petrol,1,2017,Maruti
1000000,Volkswagen TAIGUNHIGHLINE 1.0,23922,Petrol,1,2021,Volkswagen
660000,Hyundai Elite i20SPORTZ,48790,Petrol,1,2019,Hyundai
553000,Maruti IGNISZETA 1.2,54213,Petrol,1,2022,Maruti
815000,Hyundai VENUESX 1.0,48662,Petrol,1,2021,Hyundai
928999,Mahindra XUV300W8 (O),42974,Petrol,1,2021,Mahindra
885000,Tata NEXONXZ PLUS,22096,Petrol,1,2022,Tata
878999,Hyundai EXTERSX 1.2,13782,Petrol,1,2024,Hyundai
594000,Volkswagen PoloHIGHLINE PLUS,49288,Petrol,2,2019,Volkswagen
544000,Maruti BalenoALPHA PETROL,89633,Petrol,1,2017,Maruti
364000,Maruti CelerioVXI,68960,Petrol,1,2018,Maruti
598000,Maruti DzireVXI,47979,Petrol,1,2020,Maruti
517000,Hyundai Elite i20MAGNA,13133,Petrol,1,2017,Hyundai
1093000,KIA SELTOSGTX PLUS,61900,Petrol,1,2019,KIA
1438000,Tata SafariXM SUNROOF,35565,Diesel,1,2022,Tata
550000,Honda WR-V1.2L I-VTEC,75533,Petrol,1,2017,Honda
484999,Honda Jazz1.2L I-VTEC,61623,Petrol,2,2016,Honda
1117000,KIA SONETGTX PLUS,38470,Diesel,1,2020,KIA
507000,Maruti DzireVXI AMT,45797,Petrol,2,2017,Maruti
928999,Tata PUNCHCreative Flagship,12350,Petrol,1,2023,Tata
325000,Maruti Alto K10VXI,64336,Petrol,1,2018,Maruti
375000,Tata TiagoXE PETROL,26074,Petrol,2,2019,Tata
621000,Honda WR-V1.2L I-VTEC,70396,Petrol,1,2018,Honda
291000,Datsun Redi GoT(O),15798,Petrol,2,2018,Datsun
715000,Renault DusterRXS CVT,21501,Petrol,2,2018,Renault
361000,Maruti CelerioZXI AMT,78200,Petrol,2,2016,Maruti
501000,Maruti ErtigaVXI,77537,Petrol,2,2012,Maruti
484000,Maruti SwiftVXI O,89490,Petrol,2,2017,Maruti
499000,Renault KwidRXT 1.0,1278,Petrol,1,2023,Renault
428000,Hyundai Grand i10MAGNA,88265,Petrol,1,2019,Hyundai
264000,Maruti Alto K10VXI,77460,Petrol,2,2015,Maruti
408000,Renault KwidRXT 1.0,38195,Petrol,1,2021,Renault
627000,Tata ALTROZXZ PETROL,61731,Petrol,1,2021,Tata
571000,Honda Jazz1.2L I-VTEC,52186,Petrol,1,2018,Honda
482000,Honda Amaze1.2L I-VTEC,20856,Petrol,1,2016,Honda
536000,Hyundai Grand i10SPORTZ,38862,Petrol,1,2018,Hyundai
563000,Maruti SwiftZXI,50063,Petrol,1,2020,Maruti
355000,Maruti AltoVXI,93617,Petrol,1,2020,Maruti
462000,Hyundai NEW SANTROSPORTZ,53996,Petrol,1,2021,Hyundai
924000,Hyundai VENUESX PLUS,48089,Petrol,1,2021,Hyundai
718000,Hyundai CretaE PLUS,37896,Petrol,2,2018,Hyundai
1491000,Mahindra TharLX D,20351,Diesel,1,2022,Mahindra
367000,Mahindra KUV 100,61439,Petrol,1,2017,Mahindra
657000,Nissan MAGNITEXV TURBO,30478,Petrol,1,2021,Nissan
828999,Honda City1.5L I-VTEC,59779,Petrol,1,2019,Honda
1295000,Volkswagen TAIGUNTOPLINE 1.0,29352,Petrol,1,2021,Volkswagen
535000,Maruti Swift DzireZDI,83505,Diesel,1,2016,Maruti
528000,Maruti IGNISZETA 1.2,54491,Petrol,1,2021,Maruti
1794000,Tata HarrierXZA PLUS,48985,Diesel,1,2022,Tata
519000,Honda City1.5L I-VTEC,97688,Petrol,1,2016,Honda
885000,Mahindra XUV300W8 (O),32969,Petrol,1,2021,Mahindra
644000,Tata PUNCHADVENTURE MT,43174,Petrol,1,2023,Tata
1100000,Hyundai CretaSX 1.5,82990,Petrol,2,2021,Hyundai
509000,Maruti Swift DzireZXI,45547,Petrol,1,2016,Maruti
755000,Tata ALTROZXZA PLUS,34232,Petrol,1,2022,Tata
358000,Maruti Alto K10VXI,49097,Petrol,1,2018,Maruti
432000,Hyundai Grand i10SPORTZ,31600,Petrol,1,2016,Hyundai
535000,Maruti BalenoZETA CVT,41728,Petrol,2,2017,Maruti
629000,Honda Amaze1.2L I-VTEC,88049,Petrol,1,2019,Honda
624000,Volkswagen PoloHIGHLINE PLUS,42901,Petrol,1,2018,Volkswagen
524000,Maruti Swift DzireVXI,39803,Petrol,2,2017,Maruti
387000,Hyundai Grand i10SPORTZ,44479,Petrol,2,2016,Hyundai
411000,Tata TiagoXM PETROL,14231,Petrol,1,2018,Tata
426000,Maruti IGNISALPHA 1.2,47489,Petrol,2,2017,Maruti
651000,Renault TRIBERRXT,47356,Petrol,1,2022,Renault
523000,Renault KwidCLIMBER MT,32644,Petrol,1,2022,Renault
423000,Maruti CelerioZXI AMT,49873,Petrol,1,2017,Maruti
801000,Maruti SwiftZXI PLUS,11463,Petrol,1,2023,Maruti
741000,Hyundai NEW I20SPORTZ,45306,Petrol,1,2021,Hyundai
311000,Maruti Alto 800VXI,40821,Petrol,1,2017,Maruti
479000,Maruti BalenoDELTA PETROL,55162,Petrol,1,2016,Maruti
396000,Hyundai Grand i10ASTA,73694,Petrol,2,2016,Hyundai
533000,Maruti BalenoZETA PETROL,90711,Petrol,1,2018,Maruti
1069000,Mahindra XUV300W8 1.2,25874,Petrol,1,2023,Mahindra
677000,Renault TRIBERRXT AMT,15309,Petrol,1,2022,Renault
475000,Ford EcosportTITANIUM 1.5L,73282,Petrol,2,2015,Ford
537000,Hyundai Grand i10SPORTZ,74366,Petrol,1,2019,Hyundai
458000,Maruti SwiftVXI,95982,Petrol,2,2017,Maruti
316000,Maruti CelerioVXI AMT,66906,Petrol,2,2014,Maruti
580000,Maruti DzireVXI,93607,Petrol,1,2019,Maruti
388000,Maruti AltoVXI,33130,Petrol,1,2022,Maruti
667000,Volkswagen VentoHIGHLINE PLUS,41686,Petrol,1,2017,Volkswagen
430000,Maruti Swift DzireVXI,98683,Petrol,1,2015,Maruti
544000,Hyundai GRAND I10,56445,Petrol,2,2021,Hyundai
389000,Renault KwidCLIMBER 1.0,62946,Petrol,1,2020,Renault
390000,Maruti Wagon R,45076,Petrol,1,2016,Maruti
580000,Hyundai Elite i20ASTA,59203,Petrol,1,2018,Hyundai
494000,Honda City1.5L I-VTEC,87867,Petrol,1,2015,Honda
611000,Renault TRIBERRXT,37349,Petrol,1,2022,Renault
656000,Maruti SwiftVXI,56417,Petrol,1,2022,Maruti
360000,Nissan Micra ActiveXV,21865,Petrol,2,2018,Nissan
319000,Renault KwidCLIMBER 1.0,69437,Petrol,2,2018,Renault
793000,Toyota URBAN CRUISERMID,49909,Petrol,1,2022,Toyota
505999,Maruti BalenoDELTA CVT,64864,Petrol,1,2017,Maruti
450000,Hyundai NEW SANTROSPORTZ,31734,Petrol,2,2019,Hyundai
645000,Maruti BalenoZETA CVT,51199,Petrol,1,2020,Maruti
769000,Honda City1.5L I-VTEC,73626,Petrol,1,2018,Honda
1052000,Hyundai CretaSX AT,33292,Petrol,1,2019,Hyundai
563000,Maruti BalenoALPHA CVT,81902,Petrol,2,2017,Maruti
674000,Tata ALTROZXZ PETROL,29590,Petrol,1,2021,Tata
419000,Hyundai NEW SANTROSPORTZ,55586,Petrol,1,2020,Hyundai
1642000,MG ASTORSAVVY 1.5,28279,Petrol,1,2023,MG
669000,Honda City1.5L I-VTE,61383,Petrol,2,2017,Honda
605000,Ford EcosportTITANIUM +,60699,Petrol,2,2018,Ford
1046000,KIA SONETHTX ANNIVERSARY,35980,Petrol,1,2022,KIA
725000,Skoda RapidAMBITION 1.6,73890,Petrol,1,2019,Skoda
391000,Maruti CelerioVXI,44327,Petrol,2,2017,Maruti
413999,Hyundai Grand i10MAGNA,90073,Petrol,2,2018,Hyundai
705000,Tata PUNCHACCOMPLISHED MT,18571,Petrol,1,2023,Tata
602000,Hyundai Elite i20ASTA,49201,Petrol,1,2018,Hyundai
697000,Hyundai NEW I20SPORTZ,33636,Petrol,1,2021,Hyundai
1123000,Mahindra XUV500W10 AT,100224,Diesel,2,2018,Mahindra
448000,Maruti SwiftVXI O,98688,Petrol,2,2017,Maruti
345000,Maruti CelerioZXI AMT,99015,Petrol,1,2015,Maruti
385000,Maruti S PRESSOVXI,44477,Petrol,2,2021,Maruti
476999,Hyundai NEW SANTROSPORTZ,22583,Petrol,1,2019,Hyundai
520000,Ford FREESTYLETREND PLUS,56502,Petrol,1,2019,Ford
575000,Maruti CelerioZXI AMT,23085,Petrol,1,2021,Maruti
1279000,Volkswagen TAIGUNTOPLINE 1.0,57176,Petrol,1,2022,Volkswagen
557000,Volkswagen PoloTRENDLINE 1.0L,26230,Petrol,2,2021,Volkswagen
566000,Maruti BalenoZETA CVT,85876,Petrol,1,2017,Maruti
598000,Renault TRIBERRXZ,39478,Petrol,1,2020,Renault
1118000,Tata NEXONXZ PLUS,6715,Petrol,1,2023,Tata
499000,Maruti IGNISDELTA 1.2,44344,Petrol,1,2019,Maruti
438000,Hyundai Grand i10MAGNA,58305,Diesel,1,2018,Hyundai
395000,Hyundai Grand i10MAGNA,17323,Petrol,1,2015,Hyundai
470000,Maruti Swift DzireVXI,99835,Petrol,1,2016,Maruti
243000,Hyundai i10MAGNA 1.1,72188,Petrol,2,2013,Hyundai
469000,Hyundai Grand i10MAGNA,27249,Petrol,1,2016,Hyundai
411000,Nissan MicraXV CVT,60922,Petrol,2,2016,Nissan
1538000,KIA SELTOSGTX PLUS,60020,Diesel,1,2022,KIA
316000,Nissan MicraXV CVT,63833,Petrol,2,2013,Nissan
1135000,KIA SELTOSHTX PLUS,50643,Diesel,2,2020,KIA
422000,Maruti CelerioVXI AMT,79466,Petrol,1,2018,Maruti
549000,Honda City1.5L I-VTEC,48537,Petrol,2,2015,Honda
596000,Hyundai Elite i20ASTA,91606,Petrol,1,2019,Hyundai
763000,Hyundai NEW I20Asta,31304,Petrol,1,2021,Hyundai
524000,Honda City1.5L I-VTEC,75360,Petrol,2,2016,Honda
573000,Maruti CiazZETA 1.4,97333,Petrol,1,2017,Maruti
713000,Volkswagen VentoHIGHLINE PETROL,52841,Petrol,1,2018,Volkswagen
650000,Hyundai VENUES 1.2,59177,Petrol,1,2019,Hyundai
400000,Renault KwidCLIMBER 1.0,53521,Petrol,2,2020,Renault
740000,Hyundai NEW I20SPORTZ,17328,Petrol,2,2022,Hyundai
844999,Hyundai VENUESX PLUS,37689,Petrol,1,2019,Hyundai
358000,Hyundai Grand i10SPORTZ,96357,Petrol,2,2016,Hyundai
413000,Tata TiagoXTA PETROL,45947,Petrol,1,2018,Tata
582000,Hyundai Elite i20MAGNA,56431,Petrol,1,2019,Hyundai
579000,Nissan MAGNITEXV MT,56755,Petrol,1,2021,Nissan
627000,Honda Amaze1.2L I-VTEC,31680,Petrol,1,2019,Honda
780000,Maruti BalenoZETA PETROL,40535,Petrol,1,2023,Maruti
333000,Hyundai Grand i10MAGNA,28106,Petrol,2,2014,Hyundai
270000,Maruti Alto K10VXI,49869,Petrol,2,2017,Maruti
601000,Hyundai Elite i20ASTA,38239,Petrol,1,2018,Hyundai
678000,Maruti BalenoZETA PETROL,24828,Petrol,1,2021,Maruti
565000,Hyundai Elite i20MAGNA,39597,Petrol,1,2019,Hyundai
458000,Hyundai Grand i10SPORTZ,32261,Petrol,1,2017,Hyundai
382000,Maruti S PRESSOVXI+,55980,Petrol,1,2021,Maruti
1379000,Mahindra TharLX D,20951,Diesel,2,2022,Mahindra
357000,Hyundai i10SPORTZ 1.1,67944,Petrol,1,2016,Hyundai
486000,Maruti BalenoDELTA PETROL,57471,Petrol,2,2017,Maruti
459999,Maruti SwiftZXI,81926,Petrol,2,2017,Maruti
562000,Hyundai Elite i20SPORTZ,39593,Petrol,1,2019,Hyundai
815000,Hyundai Verna1.6 VTVT,45720,Petrol,1,2020,Hyundai
1525000,Mahindra TharLX D,38532,Diesel,1,2023,Mahindra
668000,Ford EcosportTITANIUM +,50606,Petrol,2,2018,Ford
484999,Maruti BalenoZETA PETROL,70850,Petrol,1,2016,Maruti
621000,Tata NEXONXM PETROL,30164,Petrol,1,2019,Tata
662000,Maruti DzireZXI PLUS,38707,Petrol,1,2019,Maruti
499000,Hyundai GRAND I10,73995,Petrol,1,2020,Hyundai
715000,Maruti DzireZXI AMT,45637,Petrol,1,2022,Maruti
475000,Honda Amaze1.2L I-VTEC,93738,Petrol,1,2018,Honda
623000,Ford EcosportTITANIUM 1.5L,79699,Diesel,1,2017,Ford
708000,Maruti BalenoALPHA PETROL,50935,Petrol,1,2021,Maruti
454000,Hyundai Grand i10ASTA,35811,Petrol,2,2017,Hyundai
639000,Nissan MAGNITEXV MT,23966,Petrol,1,2022,Nissan
1458000,KIA CARENSPRESTIGE PLUS,5156,Petrol,1,2023,KIA
314000,Renault KwidRXT 1.0,42888,Petrol,2,2017,Renault
676000,Toyota GlanzaV CVT,51960,Petrol,1,2021,Toyota
401999,Hyundai Grand i10MAGNA,50286,Petrol,1,2016,Hyundai
722000,Maruti SwiftZXI PLUS,25236,Petrol,1,2022,Maruti
390000,Renault KwidRXT 1.0,22374,Petrol,1,2019,Renault
684000,Mahindra XUV300W6 1.5,78159,Diesel,1,2019,Mahindra
467000,Maruti SwiftVXI,10764,Petrol,1,2016,Maruti
844000,Tata ALTROZXZ Plus,3903,Petrol,1,2024,Tata
714000,Renault TRIBERRXZ AMT,21727,Petrol,1,2023,Renault
492000,Ford EcosportTITANIUM 1.5L,84513,Petrol,1,2016,Ford
1031000,KIA SONETGTX PLUS,82133,Diesel,1,2022,KIA
515000,Volkswagen AmeoHIGHLINE1.2L PLUS,48956,Petrol,1,2017,Volkswagen
543000,Maruti BalenoDELTA PETROL,32333,Petrol,1,2018,Maruti
484999,Maruti SwiftZXI,29365,Petrol,1,2015,Maruti
328000,Maruti CelerioVXI,72565,Petrol,1,2015,Maruti
643000,Honda WR-V1.2L I-VTEC,53747,Petrol,1,2019,Honda
673000,Honda City1.5L I-VTE,67321,Petrol,1,2017,Honda
702000,Hyundai CretaE PLUS,54586,Petrol,2,2018,Hyundai
384000,Maruti S PRESSOVXI+,46339,Petrol,2,2020,Maruti
692000,Hyundai CretaSX PLUS,55602,Petrol,2,2017,Hyundai
582000,Tata ALTROZXM PLUS,20558,Petrol,1,2021,Tata
403000,Renault KwidRXT 1.0,33062,Petrol,1,2020,Renault
328000,Datsun Redi GoA,10962,Petrol,1,2021,Datsun
813000,Nissan MAGNITEXV TURBO,15446,Petrol,1,2022,Nissan
791000,Maruti ErtigaZXI+,46531,Petrol,2,2017,Maruti
445000,Hyundai NEW SANTROMAGNA,37950,Petrol,1,2019,Hyundai
467000,Maruti SwiftVXI,30133,Petrol,2,2017,Maruti
454000,Hyundai Grand i10ASTA,74130,Petrol,1,2016,Hyundai
852999,KIA SONETHTX 1.0,18693,Petrol,1,2021,KIA
498000,Tata TiagoXZ PLUS,29492,Petrol,1,2019,Tata
653000,Tata NEXONXZA PLUS,15324,Petrol,1,2018,Tata
582000,Renault TRIBERRXZ AMT,33291,Petrol,2,2020,Renault
670000,Honda WR-V1.5L I-DTEC,96188,Diesel,1,2018,Honda
480999,Tata TiagoXZ PETROL,47290,Petrol,2,2021,Tata
656000,Tata PUNCHACCOMPLISHED DAZZLE,54097,Petrol,1,2021,Tata
838000,Hyundai VENUESX PLUS,61505,Petrol,1,2021,Hyundai
469000,Volkswagen PoloHIGHLINE1.2L,74085,Petrol,2,2016,Volkswagen
840000,Tata NEXONXZ PLUS,41548,Petrol,1,2022,Tata
521000,Tata TiagoXZA PLUS,33910,Petrol,2,2021,Tata
735000,Honda Jazz1.2L I-VTEC,46861,Petrol,1,2020,Honda
438000,Hyundai XcentS 1.2,26991,Petrol,1,2016,Hyundai
1090000,KIA SELTOSHTX ANNIVERSARY,26344,Petrol,1,2021,KIA
525000,Maruti BalenoDELTA PETROL,71259,Petrol,1,2017,Maruti
869000,Mahindra XUV300W8 (O),59280,Diesel,2,2019,Mahindra
620000,Tata PUNCHADVENTURE MT,34080,Petrol,1,2022,Tata
554000,Hyundai Elite i20ASTA,89434,Diesel,2,2017,Hyundai
1320000,Hyundai CretaSX EXECUTIVE,40047,Petrol,1,2022,Hyundai
631000,Maruti BalenoZETA PETROL,29073,Petrol,2,2020,Maruti
499000,Maruti CiazZXI AT,95881,Petrol,2,2016,Maruti
581000,Volkswagen PoloHIGHLINE1.2L,31116,Petrol,1,2017,Volkswagen
648000,Tata NEXONXZA PLUS,45690,Petrol,2,2019,Tata
500000,Volkswagen PoloHIGHLINE PLUS,50330,Petrol,2,2017,Volkswagen
677000,Honda Amaze1.5L I-DTEC,70585,Diesel,1,2021,Honda
462000,Tata TiagoXZ PLUS,56515,Petrol,1,2019,Tata
566000,Hyundai GRAND I10,31912,Petrol,1,2020,Hyundai
547000,Honda Amaze1.5L I-DTEC,97922,Diesel,2,2018,Honda
869000,KIA SONETHTK PLUS,16662,Petrol,1,2023,KIA
925000,Nissan MAGNITEXV TURBO,5372,Petrol,1,2023,Nissan
554000,Maruti ErtigaZXI,55665,Petrol,1,2013,Maruti
733000,Hyundai GRAND I10,11580,Petrol,1,2022,Hyundai
629000,Nissan MAGNITEXL,29913,Petrol,1,2023,Nissan
458000,Mahindra Kuv100K8 6,9464,Petrol,1,2017,Mahindra
1363000,Mahindra ScorpioS11 2WD,38871,Diesel,1,2020,Mahindra
2009000,Mahindra XUV700AX 7,62839,Diesel,1,2022,Mahindra
728000,Honda City1.5L I-VTEC,65434,Petrol,2,2017,Honda
680000,Honda Amaze1.2L I-VTEC,15935,Petrol,1,2022,Honda
443000,Ford FREESTYLETITANIUM PLUS,66878,Petrol,1,2018,Ford
742000,Hyundai CretaE PLUS,59085,Petrol,1,2018,Hyundai
419000,Hyundai Grand i10ASTA,28221,Petrol,1,2016,Hyundai
810000,Maruti CiazS 1.5,24961,Petrol,1,2020,Maruti
294000,Maruti AltoLXI O,60452,Petrol,1,2019,Maruti
412000,Hyundai Grand i10ASTA,89071,Petrol,1,2016,Hyundai
513000,Tata TiagoXT (O),17297,Petrol,1,2023,Tata
645000,Ford EcosportTITANIUM 1.5L,48959,Petrol,1,2018,Ford
616000,Renault TRIBERRXL MT,7085,Petrol,1,2023,Renault
773000,Hyundai Verna1.6 VTVT,94020,Petrol,1,2017,Hyundai
409000,Maruti S PRESSOVXI,75502,CNG,1,2020,Maruti
614000,Maruti CiazDELTA AT,45657,Petrol,2,2018,Maruti
622000,Maruti CiazALPHA 1.5,76288,Petrol,1,2018,Maruti
860000,Tata NEXONXZ PLUS,22894,Petrol,1,2022,Tata
582000,Renault TRIBERRXZ,34727,Petrol,1,2020,Renault
484000,Hyundai NEW SANTROSPORTZ,63413,CNG,1,2020,Hyundai
515000,Maruti BalenoZETA CVT,42958,Petrol,1,2017,Maruti
1229000,Volkswagen VIRTUSHIGHLINE TSI,10034,Petrol,1,2023,Volkswagen
657000,Maruti BalenoDELTA PETROL,26069,Petrol,1,2022,Maruti
350000,Hyundai VernaFLUIDIC 1.6,75832,Petrol,1,2013,Hyundai
565000,Nissan MAGNITEXL,18890,Petrol,1,2022,Nissan
359000,Hyundai NEW SANTROSPORTZ,61974,Petrol,2,2019,Hyundai
1067000,Hyundai Tucson2WD MT,44076,Petrol,1,2018,Hyundai
569000,Renault KigerRXZ TURBO,46464,Petrol,2,2021,Renault
711000,Maruti SwiftZXI PLUS,24626,Petrol,1,2022,Maruti
1008000,Jeep CompassSPORT PLUS,76407,Petrol,1,2020,Jeep
451000,Maruti DzireLXI,59381,Petrol,1,2018,Maruti
677000,Nissan MAGNITEXV TURBO,18388,Petrol,2,2022,Nissan
633000,Nissan MAGNITEXV DUAL,20512,Petrol,1,2022,Nissan
745000,KIA SONETHTK PLUS,69123,Diesel,1,2020,KIA
309000,Honda Amaze1.2L I-VTEC,91116,Petrol,2,2015,Honda
187000,Maruti Wagon R,75113,Petrol,2,2012,Maruti
860000,KIA SELTOSHTK PLUS,90622,Petrol,1,2019,KIA
840000,Mahindra XUV500W5,46206,Diesel,1,2019,Mahindra
1073000,Hyundai CretaSX 1.5,52537,Petrol,1,2020,Hyundai
1049000,Hyundai CretaSX (O),72781,Diesel,1,2019,Hyundai
515000,Maruti BalenoZETA CVT,42958,Petrol,1,2017,Maruti
1229000,Volkswagen VIRTUSHIGHLINE TSI,10034,Petrol,1,2023,Volkswagen
657000,Maruti BalenoDELTA PETROL,26069,Petrol,1,2022,Maruti
350000,Hyundai VernaFLUIDIC 1.6,75832,Petrol,1,2013,Hyundai
565000,Nissan MAGNITEXL,18890,Petrol,1,2022,Nissan
359000,Hyundai NEW SANTROSPORTZ,61974,Petrol,2,2019,Hyundai
1067000,Hyundai Tucson2WD MT,44076,Petrol,1,2018,Hyundai
569000,Renault KigerRXZ TURBO,46464,Petrol,2,2021,Renault
711000,Maruti SwiftZXI PLUS,24626,Petrol,1,2022,Maruti
1008000,Jeep CompassSPORT PLUS,76407,Petrol,1,2020,Jeep
451000,Maruti DzireLXI,59381,Petrol,1,2018,Maruti
677000,Nissan MAGNITEXV TURBO,18388,Petrol,2,2022,Nissan
633000,Nissan MAGNITEXV DUAL,20512,Petrol,1,2022,Nissan
745000,KIA SONETHTK PLUS,69123,Diesel,1,2020,KIA
309000,Honda Amaze1.2L I-VTEC,91116,Petrol,2,2015,Honda
187000,Maruti Wagon R,75113,Petrol,2,2012,Maruti
860000,KIA SELTOSHTK PLUS,90622,Petrol,1,2019,KIA
840000,Mahindra XUV500W5,46206,Diesel,1,2019,Mahindra
1073000,Hyundai CretaSX 1.5,52537,Petrol,1,2020,Hyundai
1049000,Hyundai CretaSX (O),72781,Diesel,1,2019,Hyundai
532000,Honda Amaze1.2L I-VTEC,38402,Petrol,1,2019,Honda
650000,Maruti BalenoZETA CVT,15895,Petrol,1,2019,Maruti
480000,Tata TiagoXZ PLUS,54112,Petrol,1,2020,Tata
365000,Hyundai Elite i20SPORTZ,87602,Petrol,1,2014,Hyundai
1100000,Mahindra XUV500W11 AT,36853,Diesel,1,2019,Mahindra
1618000,Tata HarrierXZA PLUS,27748,Diesel,1,2022,Tata
