Price,Model,km_driven,Fuel,Owner,Year,Company
395000,Hyundai Grand i10SPORTZ,40498,Petrol,2,2018,Hyundai
390000,Hyundai Grand i10ASTA,17835,Petrol,1,2016,Hyundai
395000,Maruti IGNISSIGMA 1.2,21941,Petrol,1,2020,Maruti
561000,Maruti New Wagon-RLXI,32032,CNG,1,2023,Maruti
420000,Maruti DzireVXI,75536,Petrol,2,2018,Maruti
766000,Maruti XL6ZETA MT,32337,Petrol,2,2020,Maruti
455000,Renault TRIBERRXZ,66378,Petrol,1,2019,Renault
638000,Hyundai CretaSX PLUS,46748,Petrol,1,2016,Hyundai
202999,Datsun Redi GoGOLD,33035,Petrol,2,2017,Datsun
593000,Hyundai AURAS 1.2,70758,CNG,1,2020,Hyundai
396000,Honda Jazz1.2L I-VTEC,37312,Petrol,1,2017,Honda
302000,Maruti Alto 800LXI,51090,CNG,1,2018,Maruti
753000,Hyundai NEW I20ASTA,26094,Petrol,1,2021,Hyundai
520000,Nissan MAGNITEXE,2922,Petrol,1,2023,Nissan
409999,Honda Amaze1.2L I-VTEC,43982,Petrol,1,2017,Honda
377000,Maruti SwiftLXI (O),51225,Petrol,1,2017,Maruti
339000,Mahindra Kuv100K8 6,48935,Petrol,1,2017,Mahindra
552000,Tata NEXONXM PETROL,23997,Petrol,1,2019,Tata
465000,Maruti DzireLXI,7473,Petrol,1,2019,Maruti
426000,Toyota EtiosVX,4703,Petrol,1,2015,Toyota
401000,Honda Amaze1.2L I-VTEC,27744,Petrol,1,2016,Honda
227999,Honda BrioS MT,47019,Petrol,1,2013,Honda
525000,Maruti BalenoZETA CVT,112062,Petrol,1,2017,Maruti
1210000,Maruti Grand VitaraDELTA,28842,Petrol,1,2023,Maruti
595000,Ford EcosportTITANIUM 1.5L,93259,Diesel,1,2017,Ford
1760000,Mahindra XUV700AX 5,30101,Diesel,1,2022,Mahindra
569000,Hyundai Elite i20ASTA,79915,Petrol,1,2017,Hyundai
625000,Honda Amaze1.2L I-VTEC,37615,Petrol,1,2019,Honda
931000,Ford EcosportTITANIUM 1.5,60856,Petrol,1,2020,Ford
826000,Maruti CiazDELTA 1.5,16453,Petrol,1,2022,Maruti
400000,Hyundai NEW SANTROERA,53039,Petrol,1,2019,Hyundai
496000,Hyundai Elite i20SPORTZ,89985,Petrol,1,2016,Hyundai
1377000,MG HECTORSHARP 1.5,53405,Petrol,1,2021,MG
531000,Renault KwidCLIMBER AMT,9601,Petrol,1,2022,Renault
604000,Honda City1.5L I-VTEC,115160,Petrol,1,2017,Honda
387000,Hyundai Grand i10ASTA,82840,Petrol,1,2015,Hyundai
457000,Tata TiagoXE PETROL,57810,Petrol,1,2020,Tata
1136000,KIA SELTOSHTK 1.5,4607,Petrol,1,2023,KIA
400000,Maruti SwiftLXI (O),98274,Petrol,2,2017,Maruti
639000,Honda City1.5L I-VTEC,31972,Petrol,1,2016,Honda
824000,Tata ALTROZXZA PLUS,29577,Petrol,1,2022,Tata
1245000,Mahindra TharLX P,33480,Petrol,2,2021,Mahindra
229000,Datsun Redi GoT,108870,Petrol,2,2018,Datsun
1535000,Hyundai CretaSX (O),46650,Petrol,1,2021,Hyundai
480000,Ford FREESTYLETREND 1.2,60679,Petrol,1,2018,Ford
545000,Tata TiagoXZ PLUS,61102,Petrol,1,2020,Tata
348000,Renault KwidRXL,46256,Petrol,1,2021,Renault
306000,Maruti Wagon R,76934,Petrol,2,2014,Maruti
383000,Hyundai Grand i10ASTA,68518,Petrol,1,2014,Hyundai
774000,Hyundai VENUES 1.0,33259,Petrol,1,2021,Hyundai
671000,Maruti DzireVXI AMT,52707,Petrol,2,2022,Maruti
509999,Hyundai Elite i20ASTA,77521,Petrol,2,2016,Hyundai
744000,Hyundai VENUES 1.0,57375,Petrol,1,2021,Hyundai
577000,Hyundai GRAND I10,61638,Petrol,1,2020,Hyundai
1115000,Mahindra XUV500W7,94607,Diesel,1,2020,Mahindra
675000,Maruti DzireVXI AMT,49950,Petrol,1,2021,Maruti
735000,Skoda RapidSTYLE 1.6,81413,Petrol,2,2019,Skoda
569000,Maruti CiazALPHA 1.4,98119,Petrol,1,2018,Maruti
840000,Nissan MAGNITEXV PREMIUM,34210,Petrol,1,2021,Nissan
274000,Hyundai i10MAGNA 1.1,49024,Petrol,1,2014,Hyundai
415000,Maruti S PRESSOLXI,80265,CNG,1,2020,Maruti
463000,Hyundai NEW SANTROSPORTZ,60897,Petrol,2,2021,Hyundai
229000,Datsun Redi GoT,108870,Petrol,2,2018,Datsun
1535000,Hyundai CretaSX (O),46650,Petrol,1,2021,Hyundai
480000,Ford FREESTYLETREND 1.2,60679,Petrol,1,2018,Ford
545000,Tata TiagoXZ PLUS,61102,Petrol,1,2020,Tata
348000,Renault KwidRXL,46256,Petrol,1,2021,Renault
306000,Maruti Wagon R,76934,Petrol,2,2014,Maruti
383000,Hyundai Grand i10ASTA,68518,Petrol,1,2014,Hyundai
774000,Hyundai VENUES 1.0,33259,Petrol,1,2021,Hyundai
671000,Maruti DzireVXI AMT,52707,Petrol,2,2022,Maruti
509999,Hyundai Elite i20ASTA,77521,Petrol,2,2016,Hyundai
744000,Hyundai VENUES 1.0,57375,Petrol,1,2021,Hyundai
577000,Hyundai GRAND I10,61638,Petrol,1,2020,Hyundai
1115000,Mahindra XUV500W7,94607,Diesel,1,2020,Mahindra
675000,Maruti DzireVXI AMT,49950,Petrol,1,2021,Maruti
735000,Skoda RapidSTYLE 1.6,81413,Petrol,2,2019,Skoda
569000,Maruti CiazALPHA 1.4,98119,Petrol,1,2018,Maruti
840000,Nissan MAGNITEXV PREMIUM,34210,Petrol,1,2021,Nissan
274000,Hyundai i10MAGNA 1.1,49024,Petrol,1,2014,Hyundai
415000,Maruti S PRESSOLXI,80265,CNG,1,2020,Maruti
463000,Hyundai NEW SANTROSPORTZ,60897,Petrol,2,2021,Hyundai
994999,Tata NEXONXZA PLUS,32111,Petrol,1,2022,Tata
375000,Maruti IGNISDELTA 1.2,72659,Petrol,2,2019,Maruti
399000,Maruti Swift DzireVXI,85178,Petrol,1,2014,Maruti
590000,Renault TRIBERRXT AMT,35604,Petrol,1,2020,Renault
669000,Maruti CiazZETA 1.4,88355,Petrol,1,2018,Maruti
565000,Renault Duster110 PS,101629,Diesel,1,2016,Renault
250000,Hyundai i10MAGNA 1.2,58452,Petrol,1,2011,Hyundai
839000,Honda City1.5L I-VTEC,41339,Petrol,2,2019,Honda
608000,Maruti BalenoZETA PETROL,36262,Petrol,1,2019,Maruti
434000,Maruti IGNISZETA 1.2,63716,Petrol,1,2017,Maruti
339000,Honda Amaze1.2L I-VTEC,95646,Petrol,1,2014,Honda
315000,Honda BrioVX AT,82603,Petrol,2,2013,Honda
760000,Tata NEXONXZA PLUS,85380,Petrol,2,2020,Tata
1466000,MG HECTORSHARP HYBRID,37150,Petrol,1,2021,MG
407000,Hyundai Grand i10ASTA,88816,Petrol,2,2016,Hyundai
398000,Honda Jazz1.2L I-VTEC,91922,Petrol,3,2017,Honda
450000,Hyundai NEW SANTROASTA,42064,Petrol,1,2020,Hyundai
800000,Maruti CiazALPHA AT,57002,Petrol,1,2021,Maruti
582000,Hyundai GRAND I10,84977,Diesel,2,2019,Hyundai
265000,Maruti Wagon R,98723,Petrol,2,2014,Maruti
615000,Maruti BalenoZETA CVT,86242,Petrol,1,2019,Maruti
690000,Ford EcosportTITANIUM 1.5L,79181,Petrol,1,2017,Ford
760000,Ford EcosportTITANIUM 1.5L,114594,Diesel,1,2018,Ford
620000,Maruti BalenoDELTA PETROL,19208,Petrol,1,2021,Maruti
860000,KIA SONETGTX PLUS,56260,Petrol,1,2020,KIA
622000,Maruti BalenoALPHA CVT,55774,Petrol,1,2018,Maruti
269000,Maruti Alto 800LXI,36842,Petrol,1,2015,Maruti
558000,Renault KwidCLIMBER AMT,4159,Petrol,1,2022,Renault
377000,Maruti CelerioZXI,58277,Petrol,1,2016,Maruti
1278000,KIA SELTOSHTK PLUS,48946,Diesel,1,2022,KIA
626000,Hyundai Verna1.6 VTVT,84231,Petrol,3,2017,Hyundai
832000,Tata ALTROZXZ PLUS,42250,Diesel,1,2022,Tata
623000,Maruti SwiftZDI PLUS,94225,Diesel,2,2018,Maruti
545000,Renault TRIBERRXZ,73538,Petrol,2,2020,Renault
508000,Volkswagen AmeoHIGHLINE1.2L PLUS,97569,Petrol,3,2017,Volkswagen
588000,Maruti BalenoZETA PETROL,46107,Petrol,1,2019,Maruti
651000,Maruti BalenoALPHA PETROL,43745,Petrol,1,2019,Maruti
1406000,Mahindra XUV500W9,60319,Diesel,1,2021,Mahindra
438000,Renault KwidCLIMBER 1.0,20903,Petrol,1,2020,Renault
268000,Hyundai i10MAGNA 1.1,95461,Petrol,1,2013,Hyundai
548000,Maruti BalenoZETA PETROL,39440,Petrol,1,2017,Maruti
560000,Tata TIAGO NRGXZ,73438,Petrol,1,2023,Tata
624000,Maruti BalenoZETA PETROL,36358,Petrol,1,2019,Maruti
518000,Maruti BalenoZETA PETROL,73352,Petrol,1,2017,Maruti
534000,Maruti BalenoDELTA PETROL,31191,Petrol,1,2017,Maruti
756000,Honda Amaze1.2L I-VTEC,39307,Petrol,1,2022,Honda
566000,Maruti New Wagon-RZXI,40242,Petrol,1,2023,Maruti
730000,Tata NEXONXZ PLUS,54431,Petrol,1,2020,Tata
198000,Maruti Alto 800LXI,87266,Petrol,1,2013,Maruti
634000,Hyundai Elite i20SPORTZ,76257,Diesel,1,2019,Hyundai
496000,Hyundai Elite i20ASTA,77269,Petrol,2,2015,Hyundai
805000,Maruti BalenoALPHA 1.2,35349,Petrol,1,2022,Maruti
819999,Honda City1.5L I-VTEC,49606,Petrol,1,2018,Honda
351000,Hyundai Grand i10SPORTZ,54037,Petrol,2,2014,Hyundai
601000,Maruti SwiftVXI,48099,Petrol,1,2022,Maruti
360000,Maruti SwiftVXI,100165,Petrol,2,2014,Maruti
599000,Maruti BalenoALPHA PETROL,49071,Petrol,2,2019,Maruti
1243000,Maruti FRONXALPHA 1.0L,8972,Petrol,1,2024,Maruti
409000,Maruti SwiftVDI,69399,Diesel,1,2013,Maruti
372000,Maruti IGNISZETA 1.2,99932,Petrol,2,2017,Maruti
1491000,Hyundai CretaSX (O),48344,Petrol,2,2020,Hyundai
760000,Maruti ErtigaVXI AT,90208,Petrol,2,2019,Maruti
687000,Honda Jazz1.2L I-VTEC,45839,Petrol,1,2020,Honda
1119000,Maruti BREZZAZXI AT,15564,Petrol,1,2023,Maruti
1028999,Mahindra XUV300W8 (O),65076,Diesel,1,2021,Mahindra
948000,Maruti BREZZAVXI AT,62798,Petrol,1,2023,Maruti
755000,Honda Amaze1.2L I-VTEC,39294,Petrol,1,2023,Honda
683000,Maruti BalenoZETA PETROL,69067,Petrol,1,2021,Maruti
1086000,KIA SELTOSHTK PLUS,79014,Diesel,1,2020,KIA
492000,Maruti BalenoDELTA PETROL,79048,Petrol,1,2017,Maruti
630000,Renault TRIBERRXZ AMT,23962,Petrol,1,2021,Renault
585000,Tata TIGORXZ PLUS,51338,Petrol,1,2021,Tata
953999,KIA SONETHTK PLUS,8860,Petrol,1,2023,KIA
748000,Volkswagen PoloHIGHLINE PLUS,38159,Petrol,1,2020,Volkswagen
1019000,Maruti CiazALPHA AT,11915,Petrol,1,2023,Maruti
421000,Maruti Swift DzireVXI,63595,Petrol,1,2014,Maruti
795000,Tata NEXONXZA PLUS,75513,Diesel,1,2019,Tata
545000,Honda City1.5L I-VTEC,56728,Petrol,2,2016,Honda
547000,Honda City1.5L I-VTEC,104373,Petrol,1,2016,Honda
805000,Tata NEXONXZ PETROL,39247,Petrol,1,2021,Tata
310000,Datsun GoT,37489,Petrol,1,2018,Datsun
568000,Honda City1.5L I-VTEC,61495,Petrol,1,2016,Honda
635000,Maruti SwiftZXI PLUS,31667,Petrol,1,2019,Maruti
377000,Maruti SwiftVXI,50159,Petrol,1,2013,Maruti
819000,Mahindra XUV300W8 (O),94556,Petrol,1,2019,Mahindra
583000,Honda Amaze1.2L I-VTEC,35152,Petrol,1,2019,Honda
600000,Hyundai Grand i10SPORTZ,24318,Petrol,1,2019,Hyundai
544000,Hyundai Elite i20ASTA,57947,Petrol,1,2016,Hyundai
699000,Nissan MAGNITEXV PREMIUM,30826,Petrol,1,2022,Nissan
709000,Tata PUNCHCREATIVE AMT,89107,Petrol,2,2021,Tata
568000,Honda City1.5L I-VTEC,65235,Petrol,1,2015,Honda
631000,Honda Amaze1.2L I-VTEC,35916,Petrol,1,2019,Honda
752000,Maruti Vitara BrezzaVXI,74453,Petrol,1,2021,Maruti
540000,Ford EcosportTITANIUM 1.5L,84675,Petrol,2,2016,Ford
588000,Hyundai GRAND I10,36792,Petrol,1,2021,Hyundai
790000,Hyundai VENUESX PLUS,76208,Petrol,1,2019,Hyundai
395000,Hyundai XcentS 1.2,90886,Petrol,1,2016,Hyundai
899000,Honda City1.5L I-VTE,62984,Petrol,1,2020,Honda
602000,Hyundai Elite i20ASTA,75939,Diesel,1,2016,Hyundai
778000,Hyundai VENUESX 1.0,52879,Petrol,1,2020,Hyundai
1521000,MG HECTOR PLUSSMART,11847,Petrol,1,2021,MG
693000,Hyundai AURAS 1.2,18805,Petrol,1,2022,Hyundai
764000,Honda Amaze1.2L I-VTEC,31881,Petrol,1,2021,Honda
848000,Maruti XL6ZETA MT,82696,Petrol,1,2021,Maruti
454000,Renault KwidCLIMBER 1.0,34920,Petrol,1,2021,Renault
392000,Maruti Swift DzireVXI,89851,Petrol,1,2014,Maruti
450000,Maruti S PRESSOVXI+,82467,Petrol,1,2022,Maruti
624000,Maruti BalenoZETA PETROL,29544,Petrol,1,2019,Maruti
525000,Tata TIGORXZ PETROL,79275,Petrol,1,2021,Tata
399000,Honda Jazz1.2L I-VTEC,48712,Petrol,1,2015,Honda
298000,Maruti Alto K10VXI,52979,Petrol,2,2016,Maruti
575000,Honda City1.5L I-VTEC,87311,Petrol,1,2017,Honda
1085000,Honda City1.5L I-VTEC,36165,Petrol,1,2021,Honda
265000,Hyundai EonERA +,46389,Petrol,1,2017,Hyundai
625000,Maruti BalenoDELTA CVT,92304,Petrol,1,2019,Maruti
685000,Maruti BalenoZETA CVT,34232,Petrol,1,2020,Maruti
309000,Honda Amaze1.2L I-VTEC,82305,Petrol,2,2013,Honda
694000,Nissan MAGNITEXV TURBO,31340,Petrol,1,2021,Nissan
471000,Volkswagen PoloTRENDLINE 1.0L,83105,Petrol,1,2018,Volkswagen
433000,Maruti SwiftZXI,60872,Petrol,2,2015,Maruti
370000,Honda Amaze1.2L I-VTEC,84082,Petrol,2,2016,Honda
415000,Maruti Swift DzireVXI,58797,Petrol,1,2014,Maruti
628000,Volkswagen PoloHIGHLINE 1.0L,73546,Petrol,1,2020,Volkswagen
969000,Mahindra XUV300W8 (O),36148,Petrol,1,2022,Mahindra
1138000,Honda City1.5L I-VTEC,50183,Petrol,1,2021,Honda
731000,Tata NEXONXM PETROL,53746,Petrol,1,2021,Tata
626000,Skoda RapidACTIVE 1.0,57719,Petrol,1,2020,Skoda
951000,Hyundai VernaSX 1.5,59241,Petrol,1,2020,Hyundai
625000,Hyundai GRAND I10,50573,Petrol,3,2021,Hyundai
701000,Tata NEXONXZA PLUS,37150,Petrol,2,2018,Tata
365000,Maruti Swift DzireVXI,111502,Petrol,1,2013,Maruti
362000,Maruti CelerioVXI AMT,78318,Petrol,1,2016,Maruti
484000,Maruti BalenoDELTA PETROL,37226,Petrol,2,2017,Maruti
371000,Maruti IGNISDELTA 1.2,50882,Petrol,1,2018,Maruti
605000,Skoda RapidAMBITION 1.5,118882,Diesel,1,2017,Skoda
736000,Ford EcosportTITANIUM +,77469,Petrol,1,2019,Ford
409000,Hyundai Grand i10ASTA,69383,Petrol,2,2016,Hyundai
289000,Maruti Alto 800LXI,79447,Petrol,1,2018,Maruti
504000,Tata TiagoXZ PLUS,27017,Petrol,1,2019,Tata
1028999,Mahindra XUV300W8 (O),56215,Diesel,1,2022,Mahindra
598000,Ford FREESTYLETITANIUM PLUS,87325,Diesel,2,2020,Ford
269000,Datsun Go PlusT,79575,Petrol,1,2017,Datsun
839000,Hyundai Verna1.6 VTVT,68437,Petrol,1,2019,Hyundai
815000,Tata NEXONXZ PLUS,46274,Petrol,2,2021,Tata
681000,Maruti BalenoZETA PETROL,44267,Petrol,1,2021,Maruti
648000,Honda Amaze1.2L I-VTEC,41184,Petrol,1,2022,Honda
438000,Maruti New Wagon-RVXI,15890,Petrol,2,2019,Maruti
533000,Maruti BalenoZETA PETROL,100031,Petrol,1,2019,Maruti
524000,Maruti SwiftVXI AMT,78291,Petrol,1,2019,Maruti
580000,Honda WR-V1.2L I-VTEC,82086,Petrol,1,2018,Honda
600000,Renault TRIBERRXL MT,24111,Petrol,1,2022,Renault
495000,Maruti BalenoDELTA PETROL,72708,Petrol,1,2017,Maruti
625000,Maruti BalenoZETA PETROL,58383,Petrol,2,2020,Maruti
266000,Datsun Redi GoS,43950,Petrol,1,2019,Datsun
277000,Renault KwidRXT 1.0,40749,Petrol,1,2016,Renault
738000,Tata NEXONXZA PLUS,68709,Petrol,2,2019,Tata
459999,Maruti S PRESSOVXI+,9961,Petrol,1,2022,Maruti
377000,Volkswagen AmeoCOMFORTLINE 1.2L,94607,Petrol,2,2016,Volkswagen
1055000,Mahindra XUV300W8 1.5,49153,Diesel,1,2022,Mahindra
819000,Hyundai CretaSX 1.6,55453,Diesel,1,2016,Hyundai
546000,Hyundai Elite i20ASTA,121249,Petrol,1,2018,Hyundai
545000,Honda City1.5L I-VTEC,68316,Petrol,1,2016,Honda
415000,Hyundai NEW SANTROMAGNA,23253,Petrol,2,2021,Hyundai
543000,Hyundai Elite i20ASTA,87642,Petrol,1,2017,Hyundai
519000,Honda City1.5L I-VTEC,84091,Petrol,1,2015,Honda
969000,KIA SONETGTX PLUS,51894,Petrol,2,2020,KIA
915000,Honda City1.5L I-VTEC,47327,Petrol,1,2021,Honda
558000,Maruti DzireZXI AMT,46883,Petrol,1,2017,Maruti
629000,Hyundai GRAND I10,76973,Petrol,1,2021,Hyundai
404000,Maruti IGNISSIGMA 1.2,18054,Petrol,1,2019,Maruti
511000,Renault TRIBERRXL AMT,27086,Petrol,2,2020,Renault
576000,Hyundai VernaFLUIDIC 4S,32154,Petrol,1,2015,Hyundai
889000,Mahindra XUV300W8 (O),29918,Petrol,1,2021,Mahindra
449000,Renault KwidRXT 1.0,43148,Petrol,1,2022,Renault
1285000,KIA SELTOSHTE 1.5D,34743,Diesel,1,2023,KIA
461000,Maruti CelerioZXI AMT,54830,Petrol,1,2020,Maruti
384000,Tata TiagoXM PETROL,67104,Petrol,1,2017,Tata
1259000,Volkswagen VIRTUSHIGHLINE TSI,19527,Petrol,1,2022,Volkswagen
539000,Renault TRIBERRXZ,62141,Petrol,2,2021,Renault
1521000,Tata HarrierXZ PLUS,43251,Diesel,1,2021,Tata
685000,Maruti Vitara BrezzaZDI,115751,Diesel,1,2016,Maruti
355000,Renault KwidRXL 1.0,71419,Petrol,1,2020,Renault
709000,Maruti DzireVXI,39378,Petrol,1,2022,Maruti
306000,Hyundai i10SPORTZ 1.1,42723,Petrol,2,2014,Hyundai
499000,Hyundai Grand i10SPORTZ,45494,Petrol,1,2017,Hyundai
325000,Datsun Redi GoT(O),13878,Petrol,1,2021,Datsun
550000,Hyundai Grand i10SPORTZ,23664,Petrol,1,2018,Hyundai
676000,Ford EcosportTITANIUM 1.5L,57816,Petrol,1,2017,Ford
612000,Maruti DzireVXI AMT,22614,Petrol,1,2019,Maruti
384000,Maruti Swift DzireVXI,70992,Petrol,2,2014,Maruti
610000,Nissan MAGNITEXV MT,55732,Petrol,1,2021,Nissan
424000,Maruti CelerioZXI AMT,34057,Petrol,2,2018,Maruti
443000,Tata TiagoXZ PETROL,71522,Petrol,1,2019,Tata
547000,Maruti CiazALPHA 1.4,61872,Petrol,3,2017,Maruti
533000,Honda Jazz1.2L I-VTEC,40800,Petrol,1,2016,Honda
393000,Hyundai NEW SANTROMAGNA,43039,Petrol,1,2019,Hyundai
613000,Maruti ErtigaVXI,74006,Petrol,1,2016,Maruti
436000,Hyundai XcentS 1.2,58821,Petrol,1,2016,Hyundai
795000,Tata ALTROZXZ PLUS,40165,Diesel,1,2022,Tata
576000,Renault TRIBERRXZ AMT,30424,Petrol,1,2020,Renault
360000,Honda Amaze1.2L I-VTEC,106445,Petrol,1,2015,Honda
628000,Maruti CiazALPHA 1.5,74599,Petrol,1,2018,Maruti
528000,Maruti BalenoALPHA PETROL,92148,Petrol,1,2017,Maruti
411000,Maruti Alto K10VXI,15597,Petrol,1,2022,Maruti
760000,Maruti Vitara BrezzaVXI,27798,Petrol,1,2021,Maruti
811000,Maruti ErtigaVXI SHVS,60606,Petrol,1,2020,Maruti
461000,Maruti BalenoDELTA PETROL,85366,Petrol,2,2017,Maruti
287000,Maruti Alto 800LXI,34570,Petrol,2,2017,Maruti
1814999,Mahindra XUV700AX 5,31604,Petrol,1,2022,Mahindra
615000,Tata ALTROZXM PLUS,43303,Petrol,1,2023,Tata
695000,Honda Amaze1.5L I-DTEC,65602,Diesel,1,2019,Honda
536000,Hyundai Elite i20ASTA,74851,Petrol,1,2016,Hyundai
525000,Maruti IGNISDELTA 1.2,18485,Petrol,2,2022,Maruti
360000,Renault KwidRXT 1.0,33452,Petrol,1,2018,Renault
801000,KIA SELTOSHTK PLUS,64624,Petrol,1,2019,KIA
503000,Volkswagen PoloCOMFORTLINE 1.0L,47445,Petrol,2,2018,Volkswagen
298000,Maruti Wagon R,86547,Petrol,2,2015,Maruti
449000,Maruti SwiftZDI,73764,Diesel,1,2013,Maruti
800000,KIA SONETHTX 1.0,38046,Petrol,2,2020,KIA
395000,Maruti S PRESSOVXI+,40152,Petrol,2,2022,Maruti
560000,Maruti BalenoALPHA PETROL,53212,Petrol,1,2017,Maruti
350000,Honda Amaze1.2L I-VTEC,64432,Petrol,1,2013,Honda
650000,Nissan MAGNITEXV TURBO,35136,Petrol,1,2021,Nissan
595000,Tata TiagoXZA PLUS,65218,Petrol,1,2021,Tata
270000,Maruti Alto K10VXI,113033,Petrol,1,2016,Maruti
615000,Hyundai Elite i20ASTA,91990,Diesel,1,2017,Hyundai
560000,Hyundai Elite i20ASTA,66615,Petrol,1,2016,Hyundai
509000,Honda Jazz1.2L I-VTEC,77402,Petrol,1,2017,Honda
1036000,Honda City1.5L I-VTEC,47728,Petrol,2,2022,Honda
765000,Toyota GlanzaG,30490,Petrol,1,2023,Toyota
259000,Maruti Alto 800VXI,30827,Petrol,2,2017,Maruti
667000,Hyundai Elite i20ASTA,59095,Diesel,1,2018,Hyundai
475000,Ford EcosportAMBIENTE 1.5L,89135,Diesel,1,2016,Ford
869000,Hyundai CretaSX PLUS,54020,Petrol,1,2016,Hyundai
426000,Ford EcosportAMBIENTE 1.5L,79943,Petrol,2,2015,Ford
1782999,MG HECTORSHARP PRO,14252,Petrol,1,2023,MG
404000,Maruti CelerioZXI,49107,Petrol,1,2017,Maruti
378000,Maruti Swift DzireVXI,77138,Petrol,1,2013,Maruti
528000,Hyundai Elite i20ASTA,77093,Petrol,2,2016,Hyundai
488000,Hyundai NEW SANTROMAGNA,70831,CNG,1,2020,Hyundai
985000,Mahindra XUV300W8 1.5,30217,Diesel,1,2021,Mahindra
610000,Maruti BalenoALPHA CVT,87734,Petrol,2,2019,Maruti
869999,Ford EcosportTITANIUM +,40494,Petrol,1,2021,Ford
425000,Maruti SwiftZDI,79406,Diesel,3,2014,Maruti
511000,Maruti BalenoZETA PETROL,70194,Petrol,2,2018,Maruti
558000,Maruti BalenoALPHA PETROL,62510,Petrol,1,2017,Maruti
243000,Hyundai i10ERA 1.1,22284,Petrol,1,2012,Hyundai
545000,Maruti CelerioZXI PLUS,19787,Petrol,1,2022,Maruti
344000,Hyundai Grand i10MAGNA,75397,Petrol,2,2015,Hyundai
615000,Maruti BalenoZETA PETROL,62013,Petrol,1,2019,Maruti
707000,Volkswagen PoloHIGHLINE PLUS,84161,Diesel,1,2019,Volkswagen
599000,Hyundai i20 Active1.2,55001,Petrol,1,2019,Hyundai
620000,Maruti BalenoALPHA CVT,53385,Petrol,1,2018,Maruti
272000,Maruti Wagon R,64997,Petrol,1,2012,Maruti
732000,Honda City1.5L I-VTEC,39345,Petrol,1,2018,Honda
399000,Maruti CelerioZXI AMT,48555,Petrol,1,2016,Maruti
324000,Honda Amaze1.2L I-VTEC,99813,Petrol,1,2013,Honda
430000,Hyundai Grand i10SPORTZ,94790,Petrol,1,2018,Hyundai
388000,Tata TiagoXM PETROL,30693,Petrol,1,2017,Tata
505000,Volkswagen PoloCOMFORTLINE 1.0L,69855,Petrol,2,2019,Volkswagen
392000,Renault KwidCLIMBER 1.0,46275,Petrol,1,2019,Renault
764000,Nissan MAGNITEXL TURBO,12141,Petrol,1,2022,Nissan
358000,Honda BrioVX MT,34733,Petrol,1,2015,Honda
349000,Renault KwidCLIMBER 1.0,56765,Petrol,1,2018,Renault
225000,Hyundai EonERA +,105822,Petrol,1,2015,Hyundai
630000,Maruti BalenoALPHA PETROL,28416,Petrol,1,2019,Maruti
719000,Skoda RapidAMBITION 1.5,81223,Diesel,1,2019,Skoda
1075000,Hyundai CretaSX AT,60197,Petrol,1,2018,Hyundai
573000,Maruti SwiftVXI AMT,63946,Petrol,1,2021,Maruti
461000,Ford EcosportTITANIUM 1.5L,98881,Diesel,2,2015,Ford
819999,Hyundai CretaSX PLUS,92314,Diesel,1,2016,Hyundai
1110000,Mahindra XUV300W8 (O),37170,Diesel,1,2022,Mahindra
1305000,KIA SELTOSGTX PLUS,57177,Petrol,1,2021,KIA
540000,Honda City1.5L I-VTEC,50605,Petrol,1,2016,Honda
355000,Maruti CelerioVXI (O),39589,Petrol,1,2016,Maruti
517000,Maruti DzireVXI,97884,Petrol,1,2017,Maruti
523000,Maruti BalenoZETA PETROL,63755,Petrol,1,2018,Maruti
495000,Renault KwidRXT 1.0,9840,Petrol,1,2022,Renault
567000,Tata TiagoXZA PLUS,60772,Petrol,1,2020,Tata
710000,Renault TRIBERRXZ DUAL,25037,Petrol,1,2023,Renault
308000,Honda BrioS MT,77983,Petrol,1,2014,Honda
303000,Maruti Alto K10VXI,31709,Petrol,1,2016,Maruti
808000,Hyundai VENUESX PLUS,67504,Petrol,1,2019,Hyundai
319000,Renault KwidRXL,55017,Petrol,1,2019,Renault
492000,Hyundai Elite i20ASTA,94652,Petrol,1,2015,Hyundai
780000,Renault TRIBERRXZ AMT,7651,Petrol,1,2024,Renault
1130000,Tata NEXONXZ PLUS,32389,Diesel,1,2022,Tata
638000,Hyundai AURASX PLUS,43913,Petrol,2,2021,Hyundai
522000,Volkswagen PoloCOMFORTLINE 1.0L,62674,Petrol,1,2018,Volkswagen
655000,Honda City1.5L I-VTEC,56878,Petrol,1,2017,Honda
645000,Maruti DzireZXI PLUS,52091,Petrol,1,2018,Maruti
1258000,Maruti XL6ALPHA PLUS,33843,Petrol,1,2022,Maruti
545000,Maruti BalenoALPHA CVT,122289,Petrol,2,2018,Maruti
646000,Maruti SwiftZXI PLUS,81910,Petrol,1,2020,Maruti
495000,Hyundai Elite i20SPORTZ,112755,Petrol,1,2016,Hyundai
285000,Honda BrioS MT,75709,Petrol,2,2015,Honda
548000,Ford EcosportTITANIUM 1.5L,69030,Petrol,1,2015,Ford
603000,Maruti BalenoZETA PETROL,75196,Petrol,2,2020,Maruti
437000,Honda Jazz1.2L I-VTEC,73291,Petrol,1,2015,Honda
455000,Maruti Alto K10VXI,9075,Petrol,1,2024,Maruti
1240000,Mahindra TharLX P,39089,Petrol,1,2021,Mahindra
554000,Hyundai Grand i10SPORTZ,39717,Petrol,1,2020,Hyundai
